prvdr_id,msr_cd,scr,sample,footnote
010125,ED_2b,84,70,2
010126,ED_1b,226,94,
010126,ED_2b,68,91,
010128,ED_1b,176,92,
010128,ED_2b,42,71,
010129,ED_1b,234,88,
010129,ED_2b,71,86,
010130,ED_1b,302,82,2
010130,ED_2b,70,82,2
010131,ED_1b,252,140,2
010131,ED_2b,64,140,2
010137,ED_1b,448,64,2
010137,ED_2b,132,60,2
010138,ED_1b,152,40,2
010138,ED_2b,2,45,2
010139,ED_1b,271,77,2
010139,ED_2b,118,77,2
010144,ED_1b,206,149,
010144,ED_2b,75,147,
010146,ED_1b,260,59,2
010146,ED_2b,80,52,2
010148,ED_1b,192,131,2
010148,ED_2b,60,125,2
010149,ED_1b,388,72,2
010149,ED_2b,158,48,2
010150,ED_1b,247,97,2
010150,ED_2b,74,96,2
010152,ED_1b,380,112,
010152,ED_2b,200,47,
010157,ED_1b,250,56,
010157,ED_2b,60,51,
010158,ED_1b,222,72,2
010158,ED_2b,60,72,2
010164,ED_1b,165,153,
010164,ED_2b,54,194,
010168,ED_1b,236,50,2
010168,ED_2b,84,48,2
010169,ED_1b,231,68,
010169,ED_2b,80,66,
011300,ED_1b,220,43,
011300,ED_2b,60,43,
011302,ED_1b,Not Available,Not Available,5
011302,ED_2b,Not Available,Not Available,5
013301,ED_1b,Not Available,Not Available,5
013301,ED_2b,Not Available,Not Available,5
020001,ED_1b,384,128,2
020001,ED_2b,156,127,2
020006,ED_1b,226,136,2
020006,ED_2b,88,124,2
020008,ED_1b,258,57,
020008,ED_2b,93,44,
020012,ED_1b,255,74,2
020012,ED_2b,100,38,2
020017,ED_1b,234,101,2
020017,ED_2b,84,98,2
020018,ED_1b,354,102,2
020018,ED_2b,144,42,2
020024,ED_1b,254,61,
020024,ED_2b,88,61,
020026,ED_1b,350,69,
020026,ED_2b,74,53,
020027,ED_1b,155,51,
020027,ED_2b,20,21,1
021301,ED_1b,Not Available,Not Available,5
021301,ED_2b,Not Available,Not Available,5
021302,ED_1b,Not Available,Not Available,5
021302,ED_2b,Not Available,Not Available,5
021303,ED_1b,Not Available,Not Available,5
021303,ED_2b,Not Available,Not Available,5
021304,ED_1b,Not Available,Not Available,5
021304,ED_2b,Not Available,Not Available,5
021305,ED_1b,Not Available,Not Available,5
021305,ED_2b,Not Available,Not Available,5
021306,ED_1b,Not Available,Not Available,5
021306,ED_2b,Not Available,Not Available,5
021307,ED_1b,Not Available,Not Available,5
021307,ED_2b,Not Available,Not Available,5
021308,ED_1b,Not Available,Not Available,5
021308,ED_2b,Not Available,Not Available,5
021309,ED_1b,Not Available,Not Available,5
021309,ED_2b,Not Available,Not Available,5
021311,ED_1b,280,82,
021311,ED_2b,190,79,
021313,ED_1b,Too few cases,Too few cases,1
021313,ED_2b,Too few cases,Too few cases,1
030001,ED_1b,292,199,
030001,ED_2b,107,195,
030002,ED_1b,304,96,2
030002,ED_2b,85,90,2
030006,ED_1b,322,113,
030006,ED_2b,143,111,
030007,ED_1b,289,157,
030007,ED_2b,109,111,
030010,ED_1b,352,202,
030010,ED_2b,144,190,
030011,ED_1b,364,153,
030011,ED_2b,156,150,
030012,ED_1b,248,176,
030012,ED_2b,70,163,
030013,ED_1b,442,207,
030013,ED_2b,136,206,
030014,ED_1b,270,176,
030014,ED_2b,75,136,
030016,ED_1b,314,226,
030016,ED_2b,114,205,
030022,ED_1b,349,151,
030022,ED_2b,137,139,
030023,ED_1b,298,144,
030023,ED_2b,131,129,
030024,ED_1b,286,101,
030024,ED_2b,110,100,
030030,ED_1b,262,118,
030030,ED_2b,84,108,
030033,ED_1b,236,109,2
030033,ED_2b,66,108,2
030036,ED_1b,303,227,
030036,ED_2b,129,226,
030037,ED_1b,354,194,2
030037,ED_2b,132,192,2
030038,ED_1b,252,234,
030038,ED_2b,110,202,
030043,ED_1b,363,161,
030043,ED_2b,169,161,
030055,ED_1b,272,246,
030055,ED_2b,98,194,
030061,ED_1b,284,227,2
030061,ED_2b,93,219,2
030062,ED_1b,247,80,2
030062,ED_2b,80,47,2
030064,ED_1b,478,99,2
030064,ED_2b,97,83,2
030065,ED_1b,322,158,2
030065,ED_2b,109,153,2
030067,ED_1b,235,97,2
030067,ED_2b,70,89,2
030068,ED_1b,211,76,
030068,ED_2b,51,65,
030069,ED_1b,333,199,2
030069,ED_2b,146,199,2
030071,ED_1b,335,24,1
030071,ED_2b,78,24,1
030073,ED_1b,235,66,
030073,ED_2b,40,49,
030074,ED_1b,Not Available,Not Available,5
030074,ED_2b,Not Available,Not Available,5
030077,ED_1b,Not Available,Not Available,5
030077,ED_2b,Not Available,Not Available,5
030078,ED_1b,453,127,2
030078,ED_2b,119,115,2
030083,ED_1b,217,193,
030083,ED_2b,78,192,
030084,ED_1b,276,81,
030084,ED_2b,72,68,
030085,ED_1b,306,138,2
030085,ED_2b,90,136,2
030087,ED_1b,231,152,
030087,ED_2b,88,120,
030088,ED_1b,276,195,2
030088,ED_2b,58,188,2
030089,ED_1b,313,155,2
030089,ED_2b,99,154,2
030092,ED_1b,324,178,
030092,ED_2b,76,145,
030093,ED_1b,307,187,2
030093,ED_2b,86,182,2
030094,ED_1b,256,118,
030094,ED_2b,74,112,
030100,ED_1b,178,96,2
030100,ED_2b,44,91,2
030101,ED_1b,276,217,2
030101,ED_2b,100,217,2
030103,ED_1b,293,167,
030103,ED_2b,108,164,
030105,ED_1b,Not Available,0,2
030105,ED_2b,Not Available,0,2
030107,ED_1b,Not Available,0,
030107,ED_2b,Not Available,0,
030108,ED_1b,Not Available,0,2
030108,ED_2b,Not Available,0,2
030110,ED_1b,220,213,
030110,ED_2b,70,198,
030111,ED_1b,579,225,
030111,ED_2b,327,224,
030112,ED_1b,Not Available,0,
030112,ED_2b,Not Available,0,
030113,ED_1b,Not Available,Not Available,5
030113,ED_2b,Not Available,Not Available,5
030114,ED_1b,284,203,2
030114,ED_2b,94,202,2
030115,ED_1b,284,154,2
030115,ED_2b,99,113,2
030117,ED_1b,286,102,2
030117,ED_2b,101,102,2
030118,ED_1b,240,102,
030118,ED_2b,61,97,
030119,ED_1b,293,173,
030119,ED_2b,143,173,
030120,ED_1b,241,145,2
030120,ED_2b,71,143,2
030121,ED_1b,306,248,2
030121,ED_2b,155,244,2
030122,ED_1b,274,131,2
030122,ED_2b,51,130,2
030123,ED_1b,295,147,
030123,ED_2b,126,104,
030126,ED_1b,270,141,2
030126,ED_2b,90,139,2
030130,ED_1b,206,47,2
030130,ED_2b,60,30,2
030131,ED_1b,Not Available,0,
030131,ED_2b,Not Available,0,
030132,ED_1b,Not Available,Not Available,5
030132,ED_2b,Not Available,Not Available,5
031300,ED_1b,Not Available,Not Available,5
031300,ED_2b,Not Available,Not Available,5
031301,ED_1b,Not Available,Not Available,5
031301,ED_2b,Not Available,Not Available,5
031302,ED_1b,Not Available,Not Available,5
031302,ED_2b,Not Available,Not Available,5
031303,ED_1b,Not Available,Not Available,5
031303,ED_2b,Not Available,Not Available,5
031304,ED_1b,Not Available,Not Available,5
031304,ED_2b,Not Available,Not Available,5
031305,ED_1b,Not Available,Not Available,5
031305,ED_2b,Not Available,Not Available,5
031309,ED_1b,Not Available,Not Available,5
031309,ED_2b,Not Available,Not Available,5
031311,ED_1b,Not Available,Not Available,5
031311,ED_2b,Not Available,Not Available,5
031312,ED_1b,Not Available,Not Available,5
031312,ED_2b,Not Available,Not Available,5
031313,ED_1b,307,56,
031313,ED_2b,Not Available,0,
031314,ED_1b,Not Available,Not Available,5
031314,ED_2b,Not Available,Not Available,5
031315,ED_1b,Not Available,Not Available,5
031315,ED_2b,Not Available,Not Available,5
033302,ED_1b,Not Available,Not Available,5
033302,ED_2b,Not Available,Not Available,5
040001,ED_1b,197,96,2
040001,ED_2b,57,95,2
040002,ED_1b,220,68,2
040002,ED_2b,55,51,2
040004,ED_1b,297,123,2
040004,ED_2b,120,120,2
040007,ED_1b,326,110,2
040007,ED_2b,121,110,2
040010,ED_1b,230,134,2
040010,ED_2b,99,119,2
040011,ED_1b,141,73,2
040011,ED_2b,65,65,2
040014,ED_1b,277,155,2
040014,ED_2b,117,155,2
040015,ED_1b,207,107,2
040015,ED_2b,45,106,2
040016,ED_1b,284,82,2
040016,ED_2b,56,78,2
040017,ED_1b,250,93,2
040017,ED_2b,92,89,2
040018,ED_1b,168,128,2
040018,ED_2b,40,128,2
040019,ED_1b,163,55,2
040019,ED_2b,44,51,2
040020,ED_1b,294,29,2
040020,ED_2b,95,29,2
040022,ED_1b,245,161,2
040022,ED_2b,108,141,2
040026,ED_1b,239,165,2
040026,ED_2b,100,155,2
040027,ED_1b,202,169,2
040027,ED_2b,58,147,2
040029,ED_1b,245,76,2
040029,ED_2b,122,28,2
040036,ED_1b,255,78,2
040036,ED_2b,58,71,2
040039,ED_1b,200,138,2
040039,ED_2b,73,135,2
040041,ED_1b,218,141,2
040041,ED_2b,90,139,2
040042,ED_1b,231,108,2
040042,ED_2b,60,108,2
040047,ED_1b,177,95,2
040047,ED_2b,70,69,2
040050,ED_1b,246,90,2
040050,ED_2b,90,89,2
040051,ED_1b,230,95,2
040051,ED_2b,65,91,2
040055,ED_1b,327,184,2
040055,ED_2b,142,184,2
040062,ED_1b,324,142,2
040062,ED_2b,97,131,2
040067,ED_1b,240,99,2
040067,ED_2b,52,83,2
040069,ED_1b,200,63,2
040069,ED_2b,65,61,2
040071,ED_1b,227,199,2
040071,ED_2b,62,98,2
040072,ED_1b,169,92,2
040072,ED_2b,60,89,2
040074,ED_1b,260,223,2
040074,ED_2b,62,188,2
040076,ED_1b,128,119,2
040076,ED_2b,39,58,2
040078,ED_1b,230,139,2
040078,ED_2b,74,136,2
040080,ED_1b,169,90,2
040080,ED_2b,44,90,2
040084,ED_1b,204,138,2
040084,ED_2b,60,98,2
040085,ED_1b,172,90,2
040085,ED_2b,65,90,2
040088,ED_1b,201,144,2
040088,ED_2b,68,128,2
040091,ED_1b,190,106,2
040091,ED_2b,30,96,2
040114,ED_1b,266,46,2
040114,ED_2b,86,45,2
040118,ED_1b,265,147,2
040118,ED_2b,89,141,2
040119,ED_1b,222,127,2
040119,ED_2b,62,114,2
040132,ED_1b,Not Available,0,
040132,ED_2b,Not Available,0,
040134,ED_1b,188,62,
040134,ED_2b,100,62,
040137,ED_1b,284,113,
040137,ED_2b,90,108,
040147,ED_1b,Too few cases,Too few cases,1
040147,ED_2b,Too few cases,Too few cases,1
040152,ED_1b,Not Available,Not Available,5
040152,ED_2b,Not Available,Not Available,5
041300,ED_1b,Not Available,Not Available,5
041300,ED_2b,Not Available,Not Available,5
041302,ED_1b,Not Available,Not Available,5
041302,ED_2b,Not Available,Not Available,5
041303,ED_1b,Not Available,Not Available,5
041303,ED_2b,Not Available,Not Available,5
041304,ED_1b,Not Available,Not Available,5
041304,ED_2b,Not Available,Not Available,5
041305,ED_1b,Not Available,Not Available,5
041305,ED_2b,Not Available,Not Available,5
041306,ED_1b,Not Available,Not Available,5
041306,ED_2b,Not Available,Not Available,5
041307,ED_1b,Not Available,Not Available,5
041307,ED_2b,Not Available,Not Available,5
041308,ED_1b,Not Available,Not Available,5
041308,ED_2b,Not Available,Not Available,5
041309,ED_1b,Not Available,Not Available,5
041309,ED_2b,Not Available,Not Available,5
041310,ED_1b,188,83,
041310,ED_2b,67,83,
041311,ED_1b,Not Available,Not Available,5
041311,ED_2b,Not Available,Not Available,5
041312,ED_1b,195,127,2
041312,ED_2b,40,112,2
041313,ED_1b,243,122,2
041313,ED_2b,20,122,2
041314,ED_1b,Not Available,Not Available,5
041314,ED_2b,Not Available,Not Available,5
041316,ED_1b,Not Available,Not Available,5
041316,ED_2b,Not Available,Not Available,5
041317,ED_1b,Not Available,Not Available,5
041317,ED_2b,Not Available,Not Available,5
041318,ED_1b,152,51,2
041318,ED_2b,0,51,2
041319,ED_1b,Not Available,Not Available,5
041319,ED_2b,Not Available,Not Available,5
041320,ED_1b,Not Available,Not Available,5
041320,ED_2b,Not Available,Not Available,5
041321,ED_1b,149,49,2
041321,ED_2b,40,41,2
041322,ED_1b,Not Available,Not Available,5
041322,ED_2b,Not Available,Not Available,5
041323,ED_1b,Not Available,Not Available,5
041323,ED_2b,Not Available,Not Available,5
041324,ED_1b,Not Available,Not Available,5
041324,ED_2b,Not Available,Not Available,5
041326,ED_1b,Not Available,Not Available,5
041326,ED_2b,Not Available,Not Available,5
041327,ED_1b,198,18,1
041327,ED_2b,60,18,1
041328,ED_1b,Not Available,Not Available,5
041328,ED_2b,Not Available,Not Available,5
041329,ED_1b,Not Available,Not Available,5
041329,ED_2b,Not Available,Not Available,5
041330,ED_1b,Not Available,Not Available,5
041330,ED_2b,Not Available,Not Available,5
041331,ED_1b,Not Available,Not Available,5
041331,ED_2b,Not Available,Not Available,5
043300,ED_1b,Not Available,Not Available,5
043300,ED_2b,Not Available,Not Available,5
050002,ED_1b,341,153,
050002,ED_2b,168,146,
050006,ED_1b,349,164,2
050006,ED_2b,171,149,2
050007,ED_1b,263,205,
050007,ED_2b,110,197,
050008,ED_1b,211,79,
050008,ED_2b,87,77,
050009,ED_1b,274,201,2
050009,ED_2b,122,191,2
050013,ED_1b,208,49,2
050013,ED_2b,114,33,2
050014,ED_1b,258,96,
050014,ED_2b,76,88,
050016,ED_1b,231,120,
050016,ED_2b,85,86,
050017,ED_1b,353,129,
050017,ED_2b,68,127,
050018,ED_1b,Too few cases,Too few cases,1
050018,ED_2b,Too few cases,Too few cases,1
050022,ED_1b,273,174,2
050022,ED_2b,110,174,2
050024,ED_1b,255,99,2
050024,ED_2b,67,99,2
050025,ED_1b,458,130,2
050025,ED_2b,194,128,2
050026,ED_1b,368,194,2
050026,ED_2b,142,191,2
050028,ED_1b,280,75,2
050028,ED_2b,90,72,2
050030,ED_1b,250,240,2
050030,ED_2b,128,241,2
050036,ED_1b,442,166,
050036,ED_2b,268,163,
050038,ED_1b,431,111,2
050038,ED_2b,175,111,2
050039,ED_1b,328,216,
050039,ED_2b,92,208,
050040,ED_1b,662,200,2
050040,ED_2b,244,197,2
050042,ED_1b,237,112,
050042,ED_2b,70,109,
050043,ED_1b,312,229,
050043,ED_2b,139,229,
050045,ED_1b,705,205,
050045,ED_2b,473,205,
050046,ED_1b,248,162,2
050046,ED_2b,75,149,2
050047,ED_1b,227,95,
050047,ED_2b,100,92,
050054,ED_1b,375,90,2
050054,ED_2b,207,88,2
050055,ED_1b,286,100,
050055,ED_2b,104,98,
050056,ED_1b,450,105,
050056,ED_2b,175,89,
050057,ED_1b,319,135,
050057,ED_2b,129,135,
050058,ED_1b,286,204,
050058,ED_2b,77,199,
050060,ED_1b,762,194,2
050060,ED_2b,325,191,2
050063,ED_1b,378,120,2
050063,ED_2b,140,120,2
050067,ED_1b,266,46,
050067,ED_2b,80,37,
050069,ED_1b,367,33,2
050069,ED_2b,214,33,2
050070,ED_1b,282,192,2
050070,ED_2b,37,192,2
050071,ED_1b,414,92,2
050071,ED_2b,67,92,2
050072,ED_1b,442,135,2
050072,ED_2b,71,135,2
050073,ED_1b,353,117,2
050073,ED_2b,50,117,2
050075,ED_1b,380,118,2
050075,ED_2b,54,118,2
050076,ED_1b,258,81,2
050076,ED_2b,34,81,2
050077,ED_1b,341,297,
050077,ED_2b,130,297,
050078,ED_1b,368,164,2
050078,ED_2b,147,163,2
050079,ED_1b,Not Available,0,
050079,ED_2b,Not Available,0,
050082,ED_1b,392,134,
050082,ED_2b,153,133,
050084,ED_1b,358,181,
050084,ED_2b,85,180,
050089,ED_1b,342,110,
050089,ED_2b,164,107,
050090,ED_1b,218,64,
050090,ED_2b,60,54,
050091,ED_1b,Too few cases,Too few cases,1
050091,ED_2b,Too few cases,Too few cases,1
050093,ED_1b,387,137,
050093,ED_2b,143,138,
050096,ED_1b,Not Available,0,
050096,ED_2b,Not Available,0,
050099,ED_1b,403,195,2
050099,ED_2b,188,194,2
050100,ED_1b,247,212,2
050100,ED_2b,78,209,2
050101,ED_1b,402,194,
050101,ED_2b,195,192,
050102,ED_1b,379,79,
050102,ED_2b,180,79,
050103,ED_1b,596,114,2
050103,ED_2b,318,114,2
050104,ED_1b,480,128,2
050104,ED_2b,161,128,2
050107,ED_1b,364,222,
050107,ED_2b,190,222,
050108,ED_1b,456,152,
050108,ED_2b,230,152,
050110,ED_1b,294,66,
050110,ED_2b,90,63,
050111,ED_1b,Not Available,0,
050111,ED_2b,Not Available,0,
050112,ED_1b,437,175,2
050112,ED_2b,276,175,2
050113,ED_1b,391,105,2
050113,ED_2b,179,105,2
050115,ED_1b,349,132,2
050115,ED_2b,127,130,2
050116,ED_1b,312,212,
050116,ED_2b,118,212,
050118,ED_1b,278,152,2
050118,ED_2b,97,152,2
050121,ED_1b,340,395,2
050121,ED_2b,132,281,2
050122,ED_1b,348,123,
050122,ED_2b,146,123,
050124,ED_1b,280,156,2
050124,ED_2b,88,147,2
050125,ED_1b,365,259,2
050125,ED_2b,235,259,2
050126,ED_1b,367,229,2
050126,ED_2b,185,217,2
050127,ED_1b,237,95,
050127,ED_2b,59,95,
050128,ED_1b,365,195,2
050128,ED_2b,179,193,2
050129,ED_1b,559,128,
050129,ED_2b,348,112,
050131,ED_1b,270,70,
050131,ED_2b,150,37,
050132,ED_1b,Too few cases,Too few cases,1
050132,ED_2b,Too few cases,Too few cases,1
050133,ED_1b,403,165,
050133,ED_2b,191,161,
050135,ED_1b,Not Available,0,2
050135,ED_2b,Not Available,0,2
050136,ED_1b,363,91,2
050136,ED_2b,92,22,1
050137,ED_1b,308,139,2
050137,ED_2b,89,139,2
050138,ED_1b,580,168,2
050138,ED_2b,278,168,2
050139,ED_1b,458,135,2
050139,ED_2b,156,135,2
050140,ED_1b,349,124,2
050140,ED_2b,90,124,2
050145,ED_1b,265,156,
050145,ED_2b,69,156,
050149,ED_1b,454,216,
050149,ED_2b,196,216,
050150,ED_1b,274,170,
050150,ED_2b,105,89,
050152,ED_1b,317,182,
050152,ED_2b,101,180,
050153,ED_1b,330,128,2
050153,ED_2b,185,127,2
050158,ED_1b,210,152,
050158,ED_2b,62,152,
050159,ED_1b,376,126,
050159,ED_2b,167,126,
050167,ED_1b,450,145,
050167,ED_2b,160,143,
050168,ED_1b,280,104,2
050168,ED_2b,106,102,2
050169,ED_1b,315,176,2
050169,ED_2b,114,176,2
050174,ED_1b,322,161,2
050174,ED_2b,136,153,2
050179,ED_1b,379,187,
050179,ED_2b,150,152,
050180,ED_1b,369,155,
050180,ED_2b,188,149,
050189,ED_1b,285,43,2
050189,ED_2b,70,42,2
050191,ED_1b,296,151,
050191,ED_2b,125,150,
050192,ED_1b,330,37,2
050192,ED_2b,142,28,2
050194,ED_1b,233,166,2
050194,ED_2b,57,137,2
050195,ED_1b,346,186,
050195,ED_2b,176,186,
050196,ED_1b,Not Available,0,2
050196,ED_2b,Not Available,0,2
050197,ED_1b,200,131,
050197,ED_2b,78,85,
050204,ED_1b,473,222,
050204,ED_2b,250,173,
050205,ED_1b,281,242,
050205,ED_2b,90,242,
050211,ED_1b,296,135,
050211,ED_2b,126,98,
050222,ED_1b,496,173,2
050222,ED_2b,205,172,2
050224,ED_1b,322,320,
050224,ED_2b,108,224,
050225,ED_1b,317,179,2
050225,ED_2b,107,176,2
050226,ED_1b,284,150,2
050226,ED_2b,90,134,2
050228,ED_1b,499,168,2
050228,ED_2b,210,168,2
050230,ED_1b,226,154,
050230,ED_2b,82,154,
050231,ED_1b,490,79,2
050231,ED_2b,213,69,2
050232,ED_1b,222,117,
050232,ED_2b,72,116,
050234,ED_1b,244,59,2
050234,ED_2b,69,59,2
050235,ED_1b,312,168,2
050235,ED_2b,154,168,2
050236,ED_1b,266,197,2
050236,ED_2b,122,197,2
050238,ED_1b,335,195,
050238,ED_2b,150,173,
050239,ED_1b,310,165,2
050239,ED_2b,140,162,2
050242,ED_1b,348,206,
050242,ED_2b,196,44,
050243,ED_1b,390,141,2
050243,ED_2b,164,131,2
050245,ED_1b,681,237,2
050245,ED_2b,370,214,2
050248,ED_1b,368,42,
050248,ED_2b,101,13,1
050254,ED_1b,345,189,
050254,ED_2b,110,182,
050257,ED_1b,Not Available,0,
050257,ED_2b,Not Available,0,
050261,ED_1b,386,160,
050261,ED_2b,125,154,
050262,ED_1b,436,132,
050262,ED_2b,206,120,
050272,ED_1b,504,117,
050272,ED_2b,251,111,
050276,ED_1b,451,144,
050276,ED_2b,255,141,
050277,ED_1b,299,57,
050277,ED_2b,100,57,
050278,ED_1b,275,166,2
050278,ED_2b,111,160,2
050279,ED_1b,330,110,2
050279,ED_2b,87,105,2
050280,ED_1b,288,174,
050280,ED_2b,145,169,
050281,ED_1b,235,233,2
050281,ED_2b,55,223,2
050283,ED_1b,289,197,2
050283,ED_2b,120,196,2
050289,ED_1b,276,149,2
050289,ED_2b,122,149,2
050290,ED_1b,270,74,2
050290,ED_2b,125,75,2
050291,ED_1b,295,81,
050291,ED_2b,97,69,
050292,ED_1b,848,113,2
050292,ED_2b,438,110,2
050295,ED_1b,362,220,
050295,ED_2b,187,219,
050296,ED_1b,307,133,2
050296,ED_2b,108,125,2
050298,ED_1b,286,121,2
050298,ED_2b,91,121,2
050300,ED_1b,534,170,2
050300,ED_2b,289,165,2
050301,ED_1b,207,137,2
050301,ED_2b,85,86,2
050305,ED_1b,295,117,
050305,ED_2b,118,115,
050308,ED_1b,304,99,
050308,ED_2b,84,99,
050309,ED_1b,396,226,
050309,ED_2b,212,226,
050313,ED_1b,298,138,
050313,ED_2b,103,137,
050315,ED_1b,558,130,
050315,ED_2b,55,130,
050320,ED_1b,752,365,
050320,ED_2b,486,364,
050324,ED_1b,220,146,
050324,ED_2b,72,142,
050327,ED_1b,475,153,
050327,ED_2b,280,152,
050329,ED_1b,402,230,
050329,ED_2b,128,205,
050334,ED_1b,320,159,
050334,ED_2b,139,159,
050335,ED_1b,353,182,2
050335,ED_2b,143,175,2
050336,ED_1b,372,223,
050336,ED_2b,172,217,
050342,ED_1b,534,198,
050342,ED_2b,328,198,
050348,ED_1b,392,126,2
050348,ED_2b,136,19,1
050349,ED_1b,265,61,
050349,ED_2b,100,64,
050350,ED_1b,526,197,
050350,ED_2b,294,158,
050351,ED_1b,355,224,2
050351,ED_2b,132,224,2
050352,ED_1b,326,82,
050352,ED_2b,138,82,
050353,ED_1b,479,203,2
050353,ED_2b,234,201,2
050357,ED_1b,228,76,
050357,ED_2b,93,76,
050359,ED_1b,320,112,
050359,ED_2b,105,109,
050360,ED_1b,355,220,
050360,ED_2b,180,148,
050367,ED_1b,356,229,
050367,ED_2b,154,229,
050373,ED_1b,979,184,2
050373,ED_2b,427,184,2
050376,ED_1b,714,200,2
050376,ED_2b,270,179,2
050378,ED_1b,76,104,
050378,ED_2b,81,104,
050380,ED_1b,287,137,2
050380,ED_2b,189,137,2
050382,ED_1b,408,164,
050382,ED_2b,153,160,
050385,ED_1b,294,118,2
050385,ED_2b,124,110,2
050390,ED_1b,445,165,2
050390,ED_2b,175,161,2
050393,ED_1b,408,128,
050393,ED_2b,300,21,1
050394,ED_1b,308,264,
050394,ED_2b,161,259,
050396,ED_1b,284,158,
050396,ED_2b,125,158,
050397,ED_1b,255,23,1
050397,ED_2b,53,22,1
050407,ED_1b,209,124,
050407,ED_2b,84,50,
050411,ED_1b,418,156,2
050411,ED_2b,124,156,2
050414,ED_1b,286,188,
050414,ED_2b,96,188,
050417,ED_1b,316,104,
050417,ED_2b,146,16,1
050423,ED_1b,246,104,2
050423,ED_2b,96,101,2
